PROPERTY VALUE,ONTOLOGY TERM LABEL(S),ONTOLOGY TERM(S),ontology term URI
Avian chlamydiosis,avian chlamydiosis,disease#avian_chlamydiosis,https://bio.scai.fraunhofer.de/ontology/disease#avian_chlamydiosis
Avian infectious laryngotracheitis,avian infectious laryngotracheitis,disease#avian_infectious_laryngotracheitis,https://bio.scai.fraunhofer.de/ontology/disease#avian_infectious_laryngotracheitis
Avian mycoplasmosis,avian mycoplasmosis,disease#avian_mycoplasmosis,https://bio.scai.fraunhofer.de/ontology/disease#avian_mycoplasmosis
Bovine genital campylobacteriosis,bovine genital campylobacteriosis,disease#bovine_genital_campylobacteriosis,https://bio.scai.fraunhofer.de/ontology/disease#bovine_genital_campylobacteriosis
Bovine viral diarrhoea,bovine viral diarrhoea,disease#bovine_viral_diarrhoea,https://bio.scai.fraunhofer.de/ontology/disease#bovine_viral_diarrhoea
Caprine arthritis encephalitis,caprine arthritis encephalitis,disease#caprine_arthritis_encephalitis,https://bio.scai.fraunhofer.de/ontology/disease#caprine_arthritis_encephalitis
Contagious agalactia,contagious agalactia,disease#contagious_agalactia,https://bio.scai.fraunhofer.de/ontology/disease#contagious_agalactia
Contagious equine metritis,contagious equine metritis,disease#contagious_equine_metritis,https://bio.scai.fraunhofer.de/ontology/disease#contagious_equine_metritis
Duck viral hepatitis,duck viral hepatitis,disease#duck_viral_hepatitis,https://bio.scai.fraunhofer.de/ontology/disease#duck_viral_hepatitis
Emergingdisease,emerging disease,disease#emerging_disease,https://bio.scai.fraunhofer.de/ontology/disease#emerging_disease
Emerging Wildlife Diseases,emerging wildlife disease,disease#emerging_wildlife_disease,https://bio.scai.fraunhofer.de/ontology/disease#emerging_wildlife_disease
Epizootic hemorrhagic disease,epizootic hemorrhagic disease,disease#epizootic_hemorrhagic_disease,https://bio.scai.fraunhofer.de/ontology/disease#epizootic_hemorrhagic_disease
Equine piroplasmosis,equine piroplasmosis,disease#equine_piroplasmosis,https://bio.scai.fraunhofer.de/ontology/disease#equine_piroplasmosis
Equine rhinopneumonitis,equine rhinopneumonitis,disease#equine_rhinopneumonitis,https://bio.scai.fraunhofer.de/ontology/disease#equine_rhinopneumonitis
Equine viral arteritis,equine viral arteritis,disease#equine_viral_arteritis,https://bio.scai.fraunhofer.de/ontology/disease#equine_viral_arteritis
Hemorrhagic septicaemia,haemorrhagic septicaemia,disease#haemorrhagic_septicaemia,https://bio.scai.fraunhofer.de/ontology/disease#haemorrhagic_septicaemia
HaemorrhagicSyndrome,haemorrhagic syndrome,disease#haemorrhagic_syndrome,https://bio.scai.fraunhofer.de/ontology/disease#haemorrhagic_syndrome
Huanglongbing,huanglongbing,disease#huanglongbing,https://bio.scai.fraunhofer.de/ontology/disease#huanglongbing
Importeddisease,imported disease,disease#imported_disease,https://bio.scai.fraunhofer.de/ontology/disease#imported_disease
Infestation of honey bees with Acarapis woodi,infestation of honey bees with acarapis woodi,disease#infestation_of_honey_bees_with_acarapis_woodi,https://bio.scai.fraunhofer.de/ontology/disease#infestation_of_honey_bees_with_acarapis_woodi
Mesoamerican nephropathy,mesoamerican nephropathy,disease#mesoamerican_nephropathy,https://bio.scai.fraunhofer.de/ontology/disease#mesoamerican_nephropathy
Naegleriasis,naegleriasis,disease#naegleriasis,https://bio.scai.fraunhofer.de/ontology/disease#naegleriasis
Ovine chlamydiosis,ovine chlamydiosis,disease#ovine_chlamydiosis,https://bio.scai.fraunhofer.de/ontology/disease#ovine_chlamydiosis
PogostaDisease,pogosta disease,disease#pogosta_disease,https://bio.scai.fraunhofer.de/ontology/disease#pogosta_disease
Pullorum disease,pullorum disease,disease#pullorum_disease,https://bio.scai.fraunhofer.de/ontology/disease#pullorum_disease
Talaromycosis,talaromycosis,disease#talaromycosis,https://bio.scai.fraunhofer.de/ontology/disease#talaromycosis
Unknown disease,unknown disease,disease#unknown_disease,https://bio.scai.fraunhofer.de/ontology/disease#unknown_disease
Aflatoxins,aflatoxin,CHEBI_22271,http://purl.obolibrary.org/obo/CHEBI_22271
Food Waste,food waste,ENVO_03600006,http://purl.obolibrary.org/obo/ENVO_03600006
Pregnant women,pregnant woman,GSSO_010636,http://purl.obolibrary.org/obo/GSSO_010636
Enterotoxin,enterotoxin,IDO_0000551,http://purl.obolibrary.org/obo/IDO_0000551
Hafnia,Hafnia,NCBITaxon_568,http://purl.obolibrary.org/obo/NCBITaxon_568
Echinococcus,Echinococcus,NCBITaxon_6209,http://purl.obolibrary.org/obo/NCBITaxon_6209
Elderly,Elderly,NCIT_C16268,http://purl.obolibrary.org/obo/NCIT_C16268
Coriolus versicolor novel food,Coriolus versicolor novel food,foodborneillness#Coriolus_versicolor_novel_food,https://bio.scai.fraunhofer.de/ontology/foodborneillness#Coriolus_versicolor_novel_food
Front-of-package labelling,front of package labelling,foodborneillness#front_of_package_labelling,https://bio.scai.fraunhofer.de/ontology/foodborneillness#front_of_package_labelling
Nano food,nano food,foodborneillness#nano_food,https://bio.scai.fraunhofer.de/ontology/foodborneillness#nano_food
Asymptomatic,asymptomatic,OGMS_0000117,http://purl.obolibrary.org/obo/OGMS_0000117
Tropicalmedicine,Tropical Medicine,OMIT_0015168,http://purl.obolibrary.org/obo/OMIT_0015168
Intensive care unit,Intensive Care Unit,NCIT_C53511,http://purl.obolibrary.org/obo/NCIT_C53511
Access to sexual and reproductive health,access to sexual and reproductive health,healthsystem#access_to_sexual_and_reproductive_health,https://bio.scai.fraunhofer.de/ontology/healthsystem#access_to_sexual_and_reproductive_health
Health system capacity,health system capacity,healthsystem#health_system_capacity,https://bio.scai.fraunhofer.de/ontology/healthsystem#health_system_capacity
Health workforce supply,health workforce supply,healthsystem#health_workforce_supply,https://bio.scai.fraunhofer.de/ontology/healthsystem#health_workforce_supply
Testing Capacity,testing capacity,healthsystem#testing_capacity,https://bio.scai.fraunhofer.de/ontology/healthsystem#testing_capacity
Vaccine hesitancy,vaccine hesitancy,immunity#vaccine_hesitancy,https://bio.scai.fraunhofer.de/ontology/immunity#vaccine_hesitancy
Lead,year,UO_0000036,http://purl.obolibrary.org/obo/UO_0000036
2022 G20 Bali Summit,2022 G20 Bali summit,massgathering#G20_Bali_summit,https://bio.scai.fraunhofer.de/ontology/massgathering#G20_Bali_summit
Hajj Pilgrimage,Hajj pilgrimage,massgathering#Hajj_pilgrimage,https://bio.scai.fraunhofer.de/ontology/massgathering#Hajj_pilgrimage
BarmahForestVirus,Barmah Forest virus,NCBITaxon_11020,http://purl.obolibrary.org/obo/NCBITaxon_11020
KunjinVirus,Kunjin virus,NCBITaxon_11077,http://purl.obolibrary.org/obo/NCBITaxon_11077
SchmallenbergVirus,Schmallenberg virus,NCBITaxon_1133363,http://purl.obolibrary.org/obo/NCBITaxon_1133363
Streptococcus suis,Streptococcus suis,NCBITaxon_1307,http://purl.obolibrary.org/obo/NCBITaxon_1307
Borrelia,Borrelia,NCBITaxon_138,http://purl.obolibrary.org/obo/NCBITaxon_138
Treponema,Treponema,NCBITaxon_157,http://purl.obolibrary.org/obo/NCBITaxon_157
Oerskovia,Oerskovia,NCBITaxon_162491,http://purl.obolibrary.org/obo/NCBITaxon_162491
Mycoplasma,Mycoplasma,NCBITaxon_2093,http://purl.obolibrary.org/obo/NCBITaxon_2093
Ureaplasma,Ureaplasma,NCBITaxon_2129,http://purl.obolibrary.org/obo/NCBITaxon_2129
Arthrographis,Arthrographis,NCBITaxon_241727,http://purl.obolibrary.org/obo/NCBITaxon_241727
HendraVirus,Henipavirus,NCBITaxon_260964,http://purl.obolibrary.org/obo/NCBITaxon_260964
Henipavirus,Henipavirus,NCBITaxon_260964,http://purl.obolibrary.org/obo/NCBITaxon_260964
Cardiobacterium,Cardiobacterium,NCBITaxon_2717,http://purl.obolibrary.org/obo/NCBITaxon_2717
Veillonella,Veillonella,NCBITaxon_29465,http://purl.obolibrary.org/obo/NCBITaxon_29465
Paecilomyces,Paecilomyces,NCBITaxon_33202,http://purl.obolibrary.org/obo/NCBITaxon_33202
BartonellaHenselae,Bartonella henselae,NCBITaxon_38323,http://purl.obolibrary.org/obo/NCBITaxon_38323
Roseolovirus,Roseolovirus,NCBITaxon_40272,http://purl.obolibrary.org/obo/NCBITaxon_40272
Stenotrophomonas,Stenotrophomonas,NCBITaxon_40323,http://purl.obolibrary.org/obo/NCBITaxon_40323
Scedosporium,Scedosporium,NCBITaxon_41687,http://purl.obolibrary.org/obo/NCBITaxon_41687
Psychrobacter,Psychrobacter,NCBITaxon_497,http://purl.obolibrary.org/obo/NCBITaxon_497
Alcaligenes,Alcaligenes,NCBITaxon_507,http://purl.obolibrary.org/obo/NCBITaxon_507
Rhodotorula,Rhodotorula,NCBITaxon_5533,http://purl.obolibrary.org/obo/NCBITaxon_5533
Acanthamoeba,Acanthamoeba,NCBITaxon_5754,http://purl.obolibrary.org/obo/NCBITaxon_5754
Naegleria fowleri,Naegleria fowleri,NCBITaxon_5763,http://purl.obolibrary.org/obo/NCBITaxon_5763
Plasmodium,Plasmodium,NCBITaxon_5820,http://purl.obolibrary.org/obo/NCBITaxon_5820
Providencia,Providencia,NCBITaxon_586,http://purl.obolibrary.org/obo/NCBITaxon_586
Fasciola,Fasciola,NCBITaxon_6191,http://purl.obolibrary.org/obo/NCBITaxon_6191
UsutuVirus,Usutu virus,NCBITaxon_64286,http://purl.obolibrary.org/obo/NCBITaxon_64286
Balamuthia,Balamuthia,NCBITaxon_66526,http://purl.obolibrary.org/obo/NCBITaxon_66526
Pasteurella,Pasteurella,NCBITaxon_745,http://purl.obolibrary.org/obo/NCBITaxon_745
Bacteriodes,Bacteroides,NCBITaxon_816,http://purl.obolibrary.org/obo/NCBITaxon_816
Prevotella,Prevotella,NCBITaxon_838,http://purl.obolibrary.org/obo/NCBITaxon_838
Apophysomyces,Apophysomyces,NCBITaxon_90268,http://purl.obolibrary.org/obo/NCBITaxon_90268
Parvovirus,Arbovirus,NCIT_C112230,http://purl.obolibrary.org/obo/NCIT_C112230
H3N2v,H1N2v,organism#H1N2v,https://bio.scai.fraunhofer.de/ontology/organism#H1N2v
H1N2,H1N2v,organism#H1N2v,https://bio.scai.fraunhofer.de/ontology/organism#H1N2v
H1N2v,H1N2v,organism#H1N2v,https://bio.scai.fraunhofer.de/ontology/organism#H1N2v
H1N1v,H1N2v,organism#H1N2v,https://bio.scai.fraunhofer.de/ontology/organism#H1N2v
H2N1,H1N1v,organism#H1N1v,https://bio.scai.fraunhofer.de/ontology/organism#H1N1v
H5N1,H1N1v,organism#H1N1v,https://bio.scai.fraunhofer.de/ontology/organism#H1N1v
H6N1,H1N1v,organism#H1N1v,https://bio.scai.fraunhofer.de/ontology/organism#H1N1v
H1N1,H1N2v,organism#H1N2v,https://bio.scai.fraunhofer.de/ontology/organism#H1N2v
H2N2,H1N2v,organism#H1N2v,https://bio.scai.fraunhofer.de/ontology/organism#H1N2v
H7N2,H1N2v,organism#H1N2v,https://bio.scai.fraunhofer.de/ontology/organism#H1N2v
H3N2,H1N2v,organism#H1N2v,https://bio.scai.fraunhofer.de/ontology/organism#H1N2v
H9N2,H1N2v,organism#H1N2v,https://bio.scai.fraunhofer.de/ontology/organism#H1N2v
Coronavirus Variants,coronavirus variant,organism#coronavirus_variant,https://bio.scai.fraunhofer.de/ontology/organism#coronavirus_variant
Coronavirus Variant A.23.1,coronavirus variant A.23.1,organism#coronavirus_variant_A.23.1,https://bio.scai.fraunhofer.de/ontology/organism#coronavirus_variant_A.23.1
Coronavirus Variant B.1.1.222,coronavirus variant B.1.1.222,organism#coronavirus_variant_B.1.1.222,https://bio.scai.fraunhofer.de/ontology/organism#coronavirus_variant_B.1.1.222
Coronavirus Variant B.1.1.318,coronavirus variant B.1.1.33,organism#coronavirus_variant_B.1.1.33,https://bio.scai.fraunhofer.de/ontology/organism#coronavirus_variant_B.1.1.33
Coronavirus Variant B.1.1.316,coronavirus variant B.1.1.33,organism#coronavirus_variant_B.1.1.33,https://bio.scai.fraunhofer.de/ontology/organism#coronavirus_variant_B.1.1.33
Coronavirus Variant B.1.2.5,coronavirus variant B.1.2.5,organism#coronavirus_variant_B.1.2.5,https://bio.scai.fraunhofer.de/ontology/organism#coronavirus_variant_B.1.2.5
Coronavirus Variant B.1.324.1,coronavirus variant B.1.324.1,organism#coronavirus_variant_B.1.324.1,https://bio.scai.fraunhofer.de/ontology/organism#coronavirus_variant_B.1.324.1
Coronavirus Variant B.1.616,coronavirus variant B.1.616,organism#coronavirus_variant_B.1.616,https://bio.scai.fraunhofer.de/ontology/organism#coronavirus_variant_B.1.616
Coronavirus Variant B.1.617,coronavirus variant B.1.616,organism#coronavirus_variant_B.1.616,https://bio.scai.fraunhofer.de/ontology/organism#coronavirus_variant_B.1.616
Coronavirus Variant Fin-796H,coronavirus variant Fin-796H,organism#coronavirus_variant_Fin-796H,https://bio.scai.fraunhofer.de/ontology/organism#coronavirus_variant_Fin-796H
Coronavirus Variant Cluster-5,coronavirus variant cluster-5,organism#coronavirus_variant_cluster-5,https://bio.scai.fraunhofer.de/ontology/organism#coronavirus_variant_cluster-5
Coronavirus Variant identified in Tunisia,coronavirus variant identified in Tunisia,organism#coronavirus_variant_identified_in_Tunisia,https://bio.scai.fraunhofer.de/ontology/organism#coronavirus_variant_identified_in_Tunisia
Cough,Youth,NCIT_C17471,http://purl.obolibrary.org/obo/NCIT_C17471
Migrants,Migrant,224619008,http://snomed.info/id/224619008
Asylum seekers,Asylum seeker,390790000,http://snomed.info/id/390790000
Medical Product Safety,medical product safety,productsafety#medical_product_safety,https://bio.scai.fraunhofer.de/ontology/productsafety#medical_product_safety
Drug use,drug use,societal#drug_use,https://bio.scai.fraunhofer.de/ontology/societal#drug_use
Social cohesion,social cohesion,societal#social_cohesion,https://bio.scai.fraunhofer.de/ontology/societal#social_cohesion
Society,societal,societal#societal,https://bio.scai.fraunhofer.de/ontology/societal#societal
Toxoplasmosis,toxoplasmosis,DOID_9965,http://purl.obolibrary.org/obo/DOID_9965
Coronavirus Variant Theta,SARS-CoV-2 Theta variant,CIDO_0000381,http://purl.obolibrary.org/obo/CIDO_0000381
VZV,Varicella Zoster Virus,NCIT_C71091,http://purl.obolibrary.org/obo/NCIT_C71091
Wuchereria bancrofti,Wuchereria bancrofti,NCBITaxon_6293,http://purl.obolibrary.org/obo/NCBITaxon_6293
Aedes mosquito,Aedes taeniorhynchus,NCIT_C87499,http://purl.obolibrary.org/obo/NCIT_C87499
Enterobiasis,enterobiasis,EFO_0007254,http://www.ebi.ac.uk/efo/EFO_0007254
H3N2v,Influenza A virus subtype H3N2v (organism),450480003,http://snomed.info/id/450480003
Chandipura virus,Chandipura virus,NCBITaxon_11272,http://purl.obolibrary.org/obo/NCBITaxon_11272
Sleeping Sickness,sleeping sickness,DOID_10112,http://purl.obolibrary.org/obo/DOID_10112
Balamuthia,Balamuthia,NCIT_C122041,http://purl.obolibrary.org/obo/NCIT_C122041
Cough,Cough,HP_0012735,http://purl.obolibrary.org/obo/HP_0012735
H6N1,H6N1 subtype,NCBITaxon_119212,http://purl.obolibrary.org/obo/NCBITaxon_119212
H1N1,H1N1 swine influenza virus,NCBITaxon_36420,http://purl.obolibrary.org/obo/NCBITaxon_36420
Pasteurella,Pasteurella,NCIT_C86636,http://purl.obolibrary.org/obo/NCIT_C86636
Tick-borne encephalitis - Far eastern (Russian spring-summer encephalitis),Far Eastern tick-borne encephalitis virus (organism),6186009,http://snomed.info/id/6186009
Infectious hematopoietic necrosis,Infectious hematopoietic necrosis virus,OMIT_0021505,http://purl.obolibrary.org/obo/OMIT_0021505
Porcine reproductive and respiratory syndrome virus,Porcine reproductive and respiratory syndrome virus,NCBITaxon_28344,http://purl.obolibrary.org/obo/NCBITaxon_28344
Tungiasis,tungiasis,DOID_0050266,http://purl.obolibrary.org/obo/DOID_0050266
Streptococcus suis,Streptococcus suis,NCIT_C86807,http://purl.obolibrary.org/obo/NCIT_C86807
Cowpox,cowpox,DOID_8956,http://purl.obolibrary.org/obo/DOID_8956
Onchocerciasis,onchocerciasis,DOID_11678,http://purl.obolibrary.org/obo/DOID_11678
Lymphocytic choriomeningitis virus,Lymphocytic choriomeningitis mammarenavirus,NCBITaxon_11623,http://purl.obolibrary.org/obo/NCBITaxon_11623
BK virus,BK Virus,OMIT_0003099,http://purl.obolibrary.org/obo/OMIT_0003099
Psittacosis,Psittacosis,OMIT_0010965,http://purl.obolibrary.org/obo/OMIT_0010965
Acute kidney injury,Acute kidney injury,HP_0001919,http://purl.obolibrary.org/obo/HP_0001919
H7N9,H7N9 subtype,NCBITaxon_333278,http://purl.obolibrary.org/obo/NCBITaxon_333278
HIV infection-AIDS,human immunodeficiency virus infectious disease,DOID_526,http://purl.obolibrary.org/obo/DOID_526
Ehrlichiosis,ehrlichiosis,DOID_10242,http://purl.obolibrary.org/obo/DOID_10242
Elizabethkingia,Elizabethkingia,NCIT_C86352,http://purl.obolibrary.org/obo/NCIT_C86352
Taura syndrome,Taura syndrome virus,NCBITaxon_142102,http://purl.obolibrary.org/obo/NCBITaxon_142102
Transmissible gastroenteritis virus,Transmissible gastroenteritis virus,NCBITaxon_11149,http://purl.obolibrary.org/obo/NCBITaxon_11149
Crimean-Congo Hemorrhagic fever,Crimean-Congo hemorrhagic fever,DOID_12287,http://purl.obolibrary.org/obo/DOID_12287
Ross River virus disease,Disease caused by Ross River virus (disorder),789400009,http://snomed.info/id/789400009
Rubella (German measles),rubella,EFO_1002026,http://www.ebi.ac.uk/efo/EFO_1002026
Infectious salmon anaemia,Infectious salmon anemia virus,NCBITaxon_2907958,http://purl.obolibrary.org/obo/NCBITaxon_2907958
Multisystem Inflammatory Syndrome and Coronavirus,CINCA syndrome,MONDO_0011776,http://purl.obolibrary.org/obo/MONDO_0011776
Flavivirus,Flavivirus,NCBITaxon_11051,http://purl.obolibrary.org/obo/NCBITaxon_11051
Filovirus,Filoviridae,NCIT_C112031,http://purl.obolibrary.org/obo/NCIT_C112031
Plasmodium,Plasmodium vivax,NCBITaxon_5855,http://purl.obolibrary.org/obo/NCBITaxon_5855
Trachoma,trachoma,DOID_11265,http://purl.obolibrary.org/obo/DOID_11265
Culex pipiens,Culex pipiens,NCBITaxon_7175,http://purl.obolibrary.org/obo/NCBITaxon_7175
Bovine leukemia virus,Bovine leukemia virus,NCBITaxon_11901,http://purl.obolibrary.org/obo/NCBITaxon_11901
Candida auris,Candida auris,NCBITaxon_498019,http://purl.obolibrary.org/obo/NCBITaxon_498019
Halicephalobus,Halicephalobus,NCBITaxon_114867,http://purl.obolibrary.org/obo/NCBITaxon_114867
Mycoplasma,Mycoplasmopsis bovis,NCBITaxon_28903,http://purl.obolibrary.org/obo/NCBITaxon_28903
Chikungunya virus disease,Chikungunya Virus,NCIT_C125638,http://purl.obolibrary.org/obo/NCIT_C125638
Cardiobacterium,Cardiobacterium,NCIT_C86243,http://purl.obolibrary.org/obo/NCIT_C86243
Mycotoxins,Mycotoxins,OMIT_0010221,http://purl.obolibrary.org/obo/OMIT_0010221
Encephalitozoon cuniculi,Encephalitozoon cuniculi,NCBITaxon_6035,http://purl.obolibrary.org/obo/NCBITaxon_6035
Zika virus,Zika virus,NCBITaxon_64320,http://purl.obolibrary.org/obo/NCBITaxon_64320
Clostridium botulinum,Clostridium botulinum,NCBITaxon_1491,http://purl.obolibrary.org/obo/NCBITaxon_1491
Rickettsialpox,rickettsialpox,DOID_11103,http://purl.obolibrary.org/obo/DOID_11103
Myopia,Myopia,HP_0000545,http://purl.obolibrary.org/obo/HP_0000545
Aedes aegypti,Aedes aegypti,NCBITaxon_7159,http://purl.obolibrary.org/obo/NCBITaxon_7159
Japanese Encephalitis,Japanese encephalitis,DOID_10844,http://purl.obolibrary.org/obo/DOID_10844
Microcephaly,Microcephaly,HP_0000252,http://purl.obolibrary.org/obo/HP_0000252
Bartonellosis,bartonellosis,DOID_11102,http://purl.obolibrary.org/obo/DOID_11102
H10N8,H10N8 subtype,NCBITaxon_286285,http://purl.obolibrary.org/obo/NCBITaxon_286285
Circovirus,Circovirus,NCBITaxon_39725,http://purl.obolibrary.org/obo/NCBITaxon_39725
H2N1,Influenza A virus (A/JapanxBellamy/57(H2N1)),NCBITaxon_152227,http://purl.obolibrary.org/obo/NCBITaxon_152227
Pasteurellosis,pasteurellosis,DOID_11055,http://purl.obolibrary.org/obo/DOID_11055
Yellow head virus genotype-1,Wheat yellow head virus,NCBITaxon_299385,http://purl.obolibrary.org/obo/NCBITaxon_299385
Haemolytic uraemic syndrome,Hemolytic-uremic syndrome,HP_0005575,http://purl.obolibrary.org/obo/HP_0005575
Paragonimus westermani,Paragonimus westermani,NCBITaxon_34504,http://purl.obolibrary.org/obo/NCBITaxon_34504
H10N3,Influenza A virus (A/northern shoveler/California/HKWF1005/2007(H10N3)),NCBITaxon_538989,http://purl.obolibrary.org/obo/NCBITaxon_538989
H5N1,H5N1 subtype,NCBITaxon_102793,http://purl.obolibrary.org/obo/NCBITaxon_102793
Bolivian Hemorrhagic Fever,Bolivian hemorrhagic fever,DOID_0050195,http://purl.obolibrary.org/obo/DOID_0050195
Sindbis virus,Sindbis virus,NCBITaxon_11034,http://purl.obolibrary.org/obo/NCBITaxon_11034
Diarrhoea,Diarrhea,HP_0002014,http://purl.obolibrary.org/obo/HP_0002014
Alkhurma hemorrhagic fever,Alkhurma hemorrhagic fever,DOID_0050308,http://purl.obolibrary.org/obo/DOID_0050308
Kyasanur Forest Disease,Kyasanur forest disease,DOID_11320,http://purl.obolibrary.org/obo/DOID_11320
Oropouche virus disease,Oropouche virus,NCBITaxon_118655,http://purl.obolibrary.org/obo/NCBITaxon_118655
Taenia solium,Taenia solium,NCBITaxon_6204,http://purl.obolibrary.org/obo/NCBITaxon_6204
